Year;Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Coverage;Categories;Areas
2023;25215;5600153254;Dirasat: Human and Social Sciences;journal;1026-3721, 2663-6190;University of Jordan,Deanship of Scientific Research;No;No;0,123;Q2;10;322;771;8905;79;771;0,11;27,66;37,84;1;Jordan;Middle East;2007-2026;"Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Health (social science) (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
2023;25216;21100386858;Electrum;journal;1897-3426, 2084-3909;Jagiellonian University Press;Yes;Yes;0,123;Q2;8;14;44;991;28;43;0,79;70,79;53,33;0;Poland;Eastern Europe;2014-2025;"Classics (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
2023;25217;20591;Emerita;journal;1988-8384, 0013-6662;CSIC Consejo Superior de Investigaciones Cientificas;Yes;Yes;0,123;Q2;7;15;42;687;11;41;0,31;45,80;13,33;1;Spain;Western Europe;1971, 1975, 1996, 1998, 2002-2025;"Classics (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
2023;25218;21101064957;Filolog (Banja Luka);journal;2233-1158, 1986-5864;Faculty of Philology Banja Luka;Yes;Yes;0,123;Q2;3;65;144;1258;4;144;0,03;19,35;79,31;0;Bosnia and Herzegovina;Eastern Europe;2020-2025;"Literature and Literary Theory (Q2); Cultural Studies (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
2023;25219;16400154757;Hispanic Review;journal;1553-0639, 0018-2176;University of Pennsylvania Press;No;No;0,123;Q2;13;40;71;1060;10;71;0,14;26,50;52,63;0;United States;Northern America;1999, 2005-2026;"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
2023;25220;21100244834;International Journal of Literary Humanities;journal;2327-7912, 2327-8676;Common Ground Research Networks;No;No;0,123;Q2;4;37;75;1261;6;75;0,10;34,08;68,12;0;United States;Northern America;2013-2025;Literature and Literary Theory (Q2);Arts and Humanities
2023;25221;16000154720;Klio;journal;2192-7669, 0075-6334;Walter de Gruyter GmbH;No;No;0,123;Q2;21;18;63;1727;46;63;0,70;95,94;15,00;0;Germany;Western Europe;1901-1912, 1915, 1918, 1920-1921, 1923, 1925-1927, 1929-1943, 1959-1999, 2001-2025;"Classics (Q2); History (Q3)";Arts and Humanities
2023;25222;5800222005;Listy Filologicke;journal;0024-4457;KKS FLU AV CR;No;No;0,123;Q2;6;12;43;799;11;40;0,18;66,58;46,67;0;Czech Republic;Eastern Europe;2003-2025;"Literature and Literary Theory (Q2); History (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
2023;25223;21101039872;Medievalia;journal;2014-8410, 0211-3473;Universitat Autonoma de Barcelona;Yes;Yes;0,123;Q2;2;15;34;737;4;34;0,05;49,13;64,29;0;Spain;Western Europe;2019-2026;"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
2023;25224;16100154798;Milton Studies;book series;0076-8820;University of Pittsburgh;No;No;0,123;Q2;12;13;47;754;15;39;0,13;58,00;23,08;0;United States;Northern America;1971, 1973-1974, 2002-2009, 2011-2025;Literature and Literary Theory (Q2);Arts and Humanities
2023;25225;16400154730;Museon;journal;0771-6494, 1783-158X;Peeters Publishers;No;No;0,123;Q2;15;16;48;880;6;48;0,09;55,00;38,89;0;Belgium;Western Europe;1972, 1976-1977, 1996-2025;"Literature and Literary Theory (Q2); History (Q3); Linguistics and Language (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
2023;25226;21101169020;Mythlore;journal;0146-9339;The Mythopoeic Society;No;No;0,123;Q2;4;27;68;683;13;55;0,20;25,30;26,09;0;United States;Northern America;2019-2025;Literature and Literary Theory (Q2);Arts and Humanities
2023;25227;21101105298;Ogigia;journal;1887-3731;Universidad de Valladolid;Yes;Yes;0,123;Q2;6;16;59;575;4;56;0,06;35,94;70,59;0;Spain;Western Europe;2019-2025;"Literature and Literary Theory (Q2); Linguistics and Language (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
2023;25228;21100218531;Prometheus (Italy);journal;2281-1044, 0391-2698;Firenze University Press;No;No;0,123;Q2;6;28;73;871;12;73;0,18;31,11;34,62;0;Italy;Western Europe;2011-2023;"Classics (Q2); Literature and Literary Theory (Q2)";Arts and Humanities
2023;25229;5700169160;Romance Quarterly;journal;1940-3216, 0883-1157;Routledge;No;No;0,123;Q2;8;18;49;821;6;44;0,12;45,61;56,25;0;United Kingdom;Western Europe;1986-2026;"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
2023;25230;5800207568;Scando-Slavica;journal;0080-6765, 1600-082X;Routledge;No;No;0,123;Q2;12;18;47;572;13;39;0,31;31,78;61,90;0;United Kingdom;Western Europe;1954, 1956-1995, 1997-2025;"Literature and Literary Theory (Q2); Archeology (arts and humanities) (Q3); Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
2023;25231;19700167103;Slavia;journal;0037-6736;Slovansky Ustav AV CR;Yes;No;0,123;Q2;5;37;107;969;9;89;0,07;26,19;51,43;0;Czech Republic;Eastern Europe;2002, 2009-2025;"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
2023;25232;21101048039;Starobulgarska Literatura;journal;2535-0919, 0204-868X;Institute for Literature, Bulgarian Academy of Sciences;No;No;0,123;Q2;2;16;31;1034;3;31;0,14;64,63;81,82;0;Bulgaria;Eastern Europe;2019-2023;"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
2023;25233;16200154715;Translation Review;journal;0737-4836;Taylor and Francis Ltd.;No;No;0,123;Q2;11;19;68;136;15;56;0,07;7,16;57,14;0;United Kingdom;Western Europe;1978-1989, 1992-2025;"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
2023;25234;21100899299;VLC Arquitectura;journal;2341-3050, 2341-2747;Universidad Politecnica de Valencia;Yes;Yes;0,123;Q2;4;25;53;1017;15;52;0,36;40,68;48,48;0;Spain;Western Europe;2018-2025;"Visual Arts and Performing Arts (Q2); Architecture (Q3); History (Q3); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
2023;25235;21101058914;Acta Linguistica Lithuanica;journal;2669-218X, 1648-4444;Institute of the Lithuanian Language;Yes;Yes;0,123;Q3;5;32;84;969;22;83;0,29;30,28;67,57;0;Lithuania;Eastern Europe;2019-2025;Linguistics and Language (Q3);Social Sciences
2023;25236;13410;Australian Historical Studies;journal;1940-5049, 1031-461X;Taylor and Francis Ltd.;No;No;0,123;Q3;25;44;100;0;43;88;0,34;0,00;52,00;0;United Kingdom;Western Europe;1988-2004, 2006-2026;History (Q3);Arts and Humanities
2023;25237;19920;Berichte zur Wissenschaftsgeschichte;journal;1522-2365, 0170-6233;Wiley-VCH Verlag;No;No;0,123;Q3;13;18;94;792;41;81;0,38;44,00;44,44;0;Germany;Western Europe;1978-2026;"History (Q3); History and Philosophy of Science (Q4)";Arts and Humanities
2023;25238;145411;Centro Journal;journal;2163-2960, 1538-6279;Hunter College Center for Puerto Rican Studies;No;No;0,123;Q3;19;29;67;1420;29;65;0,44;48,97;83,33;0;United States;Northern America;2005-2025;"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
2023;25239;21100416319;Digithum;journal;1575-2275;Universitat Oberta de Catalunya;Yes;Yes;0,123;Q3;8;12;46;444;9;46;0,13;37,00;33,33;0;Spain;Western Europe;2015-2024;"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
2023;25240;21100330732;Eesti ja Soome-Ugri Keeleteaduse Ajakiri;journal;1736-8987, 2228-1339;University of Tartu Press;Yes;Yes;0,123;Q3;10;27;69;1406;19;69;0,36;52,07;81,63;0;Estonia;Eastern Europe;2014-2025;Linguistics and Language (Q3);Social Sciences
2023;25241;21101122806;Historia Actual Online;journal;1696-2060;Asociacion de Historia Actual;Yes;Yes;0,123;Q3;5;27;119;1051;18;116;0,18;38,93;25,81;0;Spain;Western Europe;2019-2025;History (Q3);Arts and Humanities
2023;25242;21100843011;Hrvatski Dijalektoloski Zbornik;journal;2459-4849, 0439-691X;Croatian Academy of Sciences and Arts;Yes;Yes;0,123;Q3;4;6;36;169;9;36;0,25;28,17;50,00;0;Croatia;Eastern Europe;2017-2024;Linguistics and Language (Q3);Social Sciences
2023;25243;21100258856;International Journal of Interdisciplinary Cultural Studies;journal;2327-2554, 2327-008X;Common Ground Research Networks;No;No;0,123;Q3;5;9;34;355;11;34;0,35;39,44;50,00;0;United States;Northern America;2012-2025;Cultural Studies (Q3);Social Sciences
2023;25244;86033;IPPTA: Quarterly Journal of Indian Pulp and Paper Technical Association;journal;0379-5462;Indian Pulp and Paper Technical Association;No;No;0,123;Q3;14;55;141;372;4;116;0,05;6,76;25,32;0;India;Asiatic Region;1998-2025;"Media Technology (Q3); Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Materials Chemistry (Q4)";"Chemical Engineering; Chemistry; Engineering; Materials Science"
2023;25245;21100901574;Istorija 20 Veka;journal;2560-3647, 0352-3160;Institut za savremenu istoriju;Yes;Yes;0,123;Q3;4;25;75;865;16;75;0,16;34,60;30,77;0;Serbia;Eastern Europe;2018-2026;"Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
2023;25246;21101060461;Journal of African American History;journal;2153-5086, 1548-1867;University of Chicago Press;No;No;0,123;Q3;6;28;61;40;22;46;0,41;1,43;54,17;1;United States;Northern America;2010-2011, 2013-2014, 2016-2025;History (Q3);Arts and Humanities
2023;25247;21100790506;Kulturne Dejiny;journal;1338-2209;VERBUM - vydavatel'stvo KU;No;No;0,123;Q3;3;18;57;735;9;56;0,19;40,83;21,05;0;Slovakia;Eastern Europe;2016-2025;"Cultural Studies (Q3); History (Q3); Philosophy (Q3); Religious Studies (Q3); Anthropology (Q4)";"Arts and Humanities; Social Sciences"
2023;25248;21100386857;Landscapes (United Kingdom);journal;1466-2035, 2040-8153;Maney Publishing;No;No;0,123;Q3;9;11;19;268;9;18;0,36;24,36;44,44;0;United Kingdom;Western Europe;2002-2026;"Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3); Geography, Planning and Development (Q4); Nature and Landscape Conservation (Q4)";"Arts and Humanities; Environmental Science; Social Sciences"
2023;25249;21100828129;Musicologica Brunensia;journal;2336-436X, 1212-0391;Masaryk University;Yes;Yes;0,123;Q3;4;21;48;570;3;48;0,06;27,14;50,00;0;Czech Republic;Eastern Europe;2017-2025;Music (Q3);Arts and Humanities
2023;25250;5800207548;NOWELE;journal;2212-9715, 0108-8416;Odense Universitetsforlag;No;No;0,123;Q3;11;9;36;552;10;33;0,23;61,33;40,00;0;Denmark;Western Europe;1983-2025;Linguistics and Language (Q3);Social Sciences
2023;25251;21101044225;NTT Journal for Theology and the Study of Religion;journal;2590-3268, 2542-6583;Amsterdam University Press;No;No;0,123;Q3;3;22;73;385;15;70;0,23;17,50;26,32;0;Netherlands;Western Europe;2019-2025;Religious Studies (Q3);Arts and Humanities
2023;25252;21100423330;Osmanli Arastirmalari - Journal of Ottoman Studies;journal;2822-292X, 0255-0636;Istanbul 29 Mayis University - ISAM, TDV Centre for Islamic Studies;No;No;0,123;Q3;8;16;50;815;7;49;0,18;50,94;25,00;0;Turkey;Middle East;2015-2025;"Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
2023;25253;21101131058;Przeglad Zachodniopomorski;journal;0552-4245, 2353-3021;Wydawnictwo Naukowe Uniwersytetu Szczecinskiego;Yes;Yes;0,123;Q3;2;29;69;1142;11;69;0,10;39,38;40,00;0;Poland;Eastern Europe;2019-2025;"Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3); Museology (Q3)";"Arts and Humanities; Social Sciences"
2023;25254;21100920645;Revista Numismatica Hecate;journal;2386-8643;Ediciones Hecate;Yes;Yes;0,123;Q3;4;16;50;533;9;49;0,16;33,31;19,23;0;Spain;Western Europe;2014-2025;"Archeology (Q3); Archeology (arts and humanities) (Q3)";"Arts and Humanities; Social Sciences"
2023;25255;19600157363;Rossiiskaia Istoria;journal;0869-5687;Russian Academy of Sciences;No;No;0,123;Q3;6;0;226;0;13;107;0,04;0,00;0,00;0;Russian Federation;Eastern Europe;1999, 2001-2002, 2009-2021;"History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
2023;25256;5800207686;Sprak och Stil;journal;1101-1165;Adolf Noreen-sallskapet for Svensk Sprak- och Stilforskning;Yes;No;0,123;Q3;6;7;32;291;8;32;0,22;41,57;63,64;0;Sweden;Western Europe;2011-2026;Linguistics and Language (Q3);Social Sciences
2023;25257;21101123257;Studia z Prawa Wyznaniowego;journal;2081-8882, 2544-3003;The John Paul II Catholic University of Lublin;Yes;Yes;0,123;Q3;4;23;70;476;15;65;0,13;20,70;40,74;0;Poland;Eastern Europe;2019-2025;"Religious Studies (Q3); Law (Q4)";"Arts and Humanities; Social Sciences"
2023;25258;21100875776;Studii de Preistorie;journal;2065-2534, 2065-2526;Romanian Association of Archaeology;Yes;Yes;0,123;Q3;8;16;19;752;3;19;0,09;47,00;38,71;0;Romania;Eastern Europe;2013-2015, 2017-2024;"Archeology (Q3); Archeology (arts and humanities) (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
2023;25259;23937;Transactions of the Royal Historical Society;journal;0080-4401, 1474-0648;Cambridge University Press;No;No;0,123;Q3;38;23;25;1435;11;25;0,33;62,39;34,78;0;United Kingdom;Western Europe;1872-1874, 1876-1878, 1880-1886, 1889, 1891-1937, 1939-1992, 1994-2018, 2020-2026;History (Q3);Arts and Humanities
2023;25260;21100901214;Writing and Pedagogy;journal;1756-5847, 1756-5839;University of Toronto Press;No;No;0,123;Q3;7;13;53;416;13;50;0,21;32,00;70,83;0;Canada;Northern America;2014, 2018-2023, 2025;"Linguistics and Language (Q3); Education (Q4)";Social Sciences
2023;25261;21100967334;Advances in Organic Synthesis;book series;2212-408X, 1574-0870;Bentham Science Publishers;No;No;0,123;Q4;5;8;19;825;5;5;0,28;103,13;0,00;0;United Arab Emirates;Middle East;2018, 2020-2023;"Organic Chemistry (Q4); Physical and Theoretical Chemistry (Q4)";Chemistry
2023;25262;21101062809;Anatolian Journal of Family Medicine;journal;2630-5593, 2651-3455;Kare Publishing;Yes;No;0,123;Q4;5;33;140;631;27;130;0,19;19,12;49,43;0;Turkey;Middle East;2018-2025;"Family Practice (Q4); Public Health, Environmental and Occupational Health (Q4)";Medicine
2023;25263;74991;Angiologia;journal;0003-3170, 1695-2987;ARAN Ediciones S.L;No;No;0,123;Q4;13;66;158;811;11;113;0,03;12,29;36,92;2;Spain;Western Europe;1949-1993, 1996-2025;Cardiology and Cardiovascular Medicine (Q4);Medicine
2023;25264;21101145668;An-Najah University Journal for Research - B (Humanities);journal;2311-8962, 1727-8449;An-Najah National University;No;No;0,123;Q4;9;81;246;2804;46;246;0,17;34,62;23,66;0;Palestine;Middle East;2019-2026;Social Sciences (miscellaneous) (Q4);Social Sciences
2023;25265;19587;Arbeitsmedizin Sozialmedizin Umweltmedizin;journal;2363-4669, 0944-6052;"Alfons W. Gentner Verlag GmbH &amp; Co. KG";No;No;0,123;Q4;15;145;379;1403;33;355;0,10;9,68;52,43;1;Germany;Western Europe;1994-2026;Public Health, Environmental and Occupational Health (Q4);Medicine
2023;25266;21100219313;Asian Journal of WTO and International Health Law and Policy;journal;1819-5164;National Taiwan University (IEEB);No;No;0,123;Q4;11;12;41;1012;18;40;0,31;84,33;57,14;0;Taiwan;Asiatic Region;2009-2012, 2016-2025;"Economics and Econometrics (Q4); Health (social science) (Q4); Law (Q4); Political Science and International Relations (Q4); Public Health, Environmental and Occupational Health (Q4)";"Economics, Econometrics and Finance; Medicine; Social Sciences"
2023;25267;19700175110;Austrian Journal of Clinical Endocrinology and Metabolism;journal;1998-7773, 1998-7781;Springer;Yes;No;0,123;Q4;0;0;0;0;0;0;0,00;0,00;0,00;0;Austria;Western Europe;2010-2023;Endocrinology, Diabetes and Metabolism (Q4);Medicine
2023;25268;21101060899;Bali Journal of Anesthesiology;journal;2549-2276;Wolters Kluwer Medknow Publications;Yes;Yes;0,123;Q4;5;57;208;991;25;165;0,08;17,39;45,66;0;India;Asiatic Region;2017-2025;"Anesthesiology and Pain Medicine (Q4); Critical Care and Intensive Care Medicine (Q4); Critical Care Nursing (Q4); Emergency Medicine (Q4); Emergency Nursing (Q4)";"Medicine; Nursing"
2023;25269;21101059300;Biophysical Bulletin;journal;2075-3829, 2075-3810;V N Karazin Kharkiv National University;Yes;Yes;0,123;Q4;4;8;32;271;8;31;0,29;33,88;43,33;0;Ukraine;Eastern Europe;2019-2025;"Applied Mathematics (Q4); Biochemistry (Q4); Biophysics (Q4); Modeling and Simulation (Q4); Molecular Biology (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Mathematics; Physics and Astronomy"
2023;25270;79082;Canadian Biosystems Engineering / Le Genie des biosystems au Canada;journal;1492-9058;Canadian Biosystems Engineering;No;No;0,123;Q4;37;0;22;0;5;22;0,23;0,00;0,00;0;Canada;Northern America;1997, 1999-2022;Mechanical Engineering (Q4);Engineering
2023;25271;21100792113;Clinical and Experimental Surgery;journal;2308-1198;Geotar Media Publishing Group;Yes;No;0,123;Q4;7;73;216;1641;48;213;0,21;22,48;34,47;0;Russian Federation;Eastern Europe;2013-2025;Surgery (Q4);Medicine
2023;25272;21100826392;Coatings Tech;trade journal;2475-1499, 2475-8469;American Coatings Association;No;No;0,123;Q4;12;34;171;222;7;166;0,03;6,53;29,55;0;United States;Northern America;2004-2015, 2017-2026;"Chemistry (miscellaneous) (Q4); Colloid and Surface Chemistry (Q4); Surfaces and Interfaces (Q4); Surfaces, Coatings and Films (Q4)";"Chemical Engineering; Chemistry; Materials Science; Physics and Astronomy"
2023;25273;21100823440;Corvinus Journal of Sociology and Social Policy;journal;2062-087X, 2061-5558;Corvinus University of Budapest;Yes;Yes;0,123;Q4;10;19;63;891;17;58;0,26;46,89;43,33;0;Hungary;Eastern Europe;2016-2025;"Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
2023;25274;21100216307;Eau, l'INDUSTRIE, les Nuisances;journal;0755-5016;Editions Johanet;No;No;0,123;Q4;7;48;97;272;3;94;0,05;5,67;40,63;0;France;Western Europe;1985-1991, 1996-2004, 2006-2025;"Control and Systems Engineering (Q4); Fluid Flow and Transfer Processes (Q4); Ocean Engineering (Q4); Water Science and Technology (Q4)";"Chemical Engineering; Engineering; Environmental Science"
2023;25275;21100903446;E-Journal of International and Comparative Labour Studies;journal;2280-4056;ADAPT University Press;Yes;No;0,123;Q4;7;18;49;838;15;47;0,25;46,56;32,14;0;Italy;Western Europe;2018-2025;"Industrial Relations (Q4); Law (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Social Sciences"
2023;25276;19900193627;eJournal of Tax Research;journal;1448-2398;University of New South Wales;No;No;0,123;Q4;15;18;38;1021;19;38;0,87;56,72;38,89;0;Australia;Pacific Region;2011-2025;"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
2023;25277;21101176854;Endokrynologia;journal;1680-1466, 2524-0439;Publishing House Medknyha;No;No;0,123;Q4;4;33;29;1792;22;29;0,76;54,30;60,61;0;Ukraine;Eastern Europe;2022-2025;Endocrinology (Q4);Biochemistry, Genetics and Molecular Biology
